episode_id,begin_utc,end_utc,states,n_events,n_lsr,fatalities,injuries,damage_usd,n_counties,county_fips,min_lat,min_lon,max_lat,max_lon,max_roll_6h_mm,max_roll_12h_mm,max_roll_24h_mm,max_roll_72h_mm,max_ari_years,max_ari_duration,mrms_product
190735,2024-04-10 12,2024-04-10 15,MS,2,2,0,0,0,1,28081,34.24,-88.8,34.39,-88.62,,,,,,,
190698,2024-04-10 13,2024-04-10 18,LA,21,23,0,0,50000,8,22033;22051;22071;22087;22089;22095;22103;22105,29.94,-91.19,30.5,-89.74,,,,,,,
190699,2024-04-10 15,2024-04-10 16,MS,1,1,0,0,0,1,28109,30.47,-89.72,30.580000000000002,-89.61,,,,,,,
191299,2024-04-10 19,2024-04-10 20,MS,2,2,0,0,0,1,28131,30.79,-89.14,30.91,-88.99000000000001,,,,,,,
190172,2024-04-11 00,2024-04-11 03,AL,1,1,0,0,0,1,01069,31.07,-85.50999999999999,31.18,-85.4,,,,,,,
190398,2024-04-11 00,2024-04-11 14,FL,61,63,0,0,3750000,10,12005;12039;12045;12059;12063;12065;12073;12079;12123;12129,29.81,-85.87,30.98,-83.22,,,,,,,
190397,2024-04-11 01,2024-04-11 13,GA,53,56,0,0,0,13,13007;13019;13027;13095;13131;13173;13177;13185;13201;13205;13275;13277;13321,30.68,-84.86,31.76,-83.09,,,,,,,
189709,2024-04-11 12,2024-04-12 19,WV,51,67,0,0,28000,15,54005;54015;54017;54021;54033;54035;54039;54043;54059;54079;54085;54087;54099;54105;54107,37.57,-82.46,39.43,-80.48,,,,,,,
189729,2024-04-11 21,2024-04-12 09,PA,50,83,0,0,1169000,9,42003;42005;42007;42019;42031;42059;42073;42121;42125,39.85,-80.45,41.18,-79.36,,,,,,,
189730,2024-04-11 21,2024-04-12 08,WV,22,24,0,0,2695000,7,54009;54029;54049;54051;54061;54069;54103,39.45,-80.89,40.43,-80.2,,,,,,,
189708,2024-04-12 00,2024-04-12 12,VA,5,6,0,0,11500,2,51027;51051,37.07,-82.37,37.44,-81.98,,,,,,,
189432,2024-04-12 16,2024-04-12 19,ME,4,1,0,0,0,1,23007,44.72,-70.86,45.12,-70.22,,,,,,,
191231,2024-04-12 21,2024-04-12 22,NH,1,0,0,0,5000,1,33003,43.870000000000005,-71.17,43.989999999999995,-71.06,,,,,,,
189690,2024-04-15 03,2024-04-15 06,ID,1,0,0,0,8000000,1,16049,46.1,-116.11,46.239999999999995,-116.0,,,,,,,
191167,2024-04-16 01,2024-04-16 01,KY,1,1,0,0,0,1,21185,38.32,-85.41,38.459999999999994,-85.28,,,,,,,
189641,2024-04-16 07,2024-04-16 19,NE,3,3,0,0,2000000,2,31027;31179,42.09,-97.19,42.43,-96.94,,,,,,,
189075,2024-04-16 18,2024-04-17 21,NC,1,0,0,0,0,1,37009,36.49,-81.72,36.599999999999994,-81.61,,,,,,,
189710,2024-04-17 23,2024-04-18 04,OH,3,4,0,0,2750,3,39009;39127;39163,39.31,-82.59,39.75,-82.11,,,,,,,
193271,2024-04-18 18,2024-04-18 22,AR,2,2,0,0,126000,2,05003;05017,33.1,-91.84,33.23,-91.26,,,,,,,
190943,2024-04-25 17,2024-04-26 01,MO,6,6,0,0,0,4,29043;29077;29097;29109,37.03,-94.17,37.21,-93.19,,,,,,,
190938,2024-04-26 03,2024-04-26 05,KS,1,1,0,0,0,1,20011,37.95,-94.81,38.059999999999995,-94.7,,,,,,,
190485,2024-04-26 05,2024-04-26 10,NE,2,2,0,0,350000,1,31079,40.760000000000005,-98.68,40.959999999999994,-98.25,,,,,,,
190944,2024-04-26 12,2024-04-26 21,MO,3,3,0,0,0,2,29097;29217,37.22,-94.42,37.85,-94.24,,,,,,,
190739,2024-04-26 21,2024-04-28 03,TX,2,2,0,0,0,2,48207;48411,31.09,-99.86,33.19,-98.59,,,,,,,
190922,2024-04-26 21,2024-04-28 23,TX,19,16,0,0,4825000,9,48027;48113;48161;48217;48257;48293;48349;48439;48467,30.87,-97.45,32.82,-95.71,,,,,,,
191129,2024-04-27 00,2024-04-27 02,TX,4,4,0,0,0,3,48159;48449;48499,32.89,-95.27,33.15,-94.96,,,,,,,
189849,2024-04-27 22,2024-04-28 11,OK,14,10,0,0,10000,5,40069;40071;40099;40123;40137,34.18,-98.0,36.89,-96.61,,,,,,,
189850,2024-04-27 22,2024-04-28 04,TX,1,1,0,0,20000,1,48275,33.36,-99.88,33.48,-99.77,,,,,,,
189933,2024-04-28 01,2024-04-28 08,KS,3,2,0,0,0,3,20019;20049;20205,37.24,-96.49,37.51,-95.73,,,,,,,
189612,2024-04-28 03,2024-04-28 05,TX,1,1,0,0,0,1,48433,33.06,-100.25999999999999,33.199999999999996,-100.15,,,,,,,
189858,2024-04-28 03,2024-04-28 05,IL,1,1,0,0,0,1,17167,39.800000000000004,-89.38,39.91,-89.24000000000001,,,,,,,
190940,2024-04-28 03,2024-04-28 13,KS,1,2,0,0,0,1,20011,37.78,-94.78,37.9,-94.66,,,,,,,
190945,2024-04-28 03,2024-04-28 09,MO,2,2,0,0,0,1,29217,37.78,-94.38,37.919999999999995,-94.25,,,,,,,
190119,2024-04-28 05,2024-04-28 11,OK,8,8,0,0,20000,5,40021;40101;40107;40121;40143,34.83,-96.32,36.16,-95.02,,,,,,,
189495,2024-04-29 01,2024-04-29 13,TX,21,25,0,0,120000,9,48041;48071;48167;48201;48313;48373;48407;48455;48471,29.38,-96.33,31.19,-94.89,,,,,,,
191132,2024-04-29 02,2024-04-29 05,TX,3,3,0,0,0,2,48005;48347,31.3,-94.86,31.61,-94.64,,,,,,,
191131,2024-04-29 04,2024-04-29 05,LA,1,1,0,0,0,1,22013,32.28,-93.33,32.39,-93.19,,,,,,,
190842,2024-04-29 06,2024-04-29 12,TX,6,24,0,0,315000,5,48199;48241;48245;48361;48457,29.97,-94.69,30.97,-93.78,,,,,,,
190947,2024-04-29 06,2024-04-29 15,MO,1,1,0,0,0,1,29153,36.650000000000006,-92.72,36.769999999999996,-92.61,,,,,,,
190843,2024-04-29 08,2024-04-29 13,LA,2,2,0,0,0,2,22019;22115,30.34,-93.38,30.97,-93.11,,,,,,,
191324,2024-04-30 19,2024-04-30 20,FL,3,0,0,0,0,1,12091,30.36,-86.67999999999999,30.470000000000002,-86.55,,,,,,,
189851,2024-05-01 03,2024-05-01 05,OK,2,1,0,0,0,2,40031;40141,34.37,-98.75,34.64,-98.56,,,,,,,
189683,2024-05-01 23,2024-05-02 03,TX,2,4,0,0,0,2,48107;48191,33.75,-101.52,34.67,-100.83,,,,,,,
190985,2024-05-01 23,2024-05-02 15,TX,8,9,0,0,225000,3,48289;48293;48309,31.09,-97.34,31.7,-96.03,,,,,,,
191798,2024-05-02 01,2024-05-02 06,TX,3,3,0,0,0,2,48031;48453,30.19,-98.41,30.44,-97.61,,,,,,,
189636,2024-05-02 04,2024-05-02 17,TX,10,10,0,0,0,6,48201;48339;48373;48407;48455;48471,29.99,-95.71,30.98,-94.93,,,,,,,
191891,2024-05-02 13,2024-05-05 15,TX,13,33,0,0,0,4,48199;48245;48361;48457,30.07,-94.63,30.99,-93.9,,,,,,,
191938,2024-05-02 15,2024-05-02 16,LA,1,1,0,0,5000,1,22019,30.14,-93.28,30.25,-93.17,,,,,,,
191984,2024-05-02 17,2024-05-03 00,IA,1,1,0,0,0,1,19135,40.980000000000004,-92.91,41.089999999999996,-92.8,,,,,,,
192641,2024-05-03 22,2024-05-03 23,KY,1,1,0,0,0,1,21123,37.56,-85.69,37.669999999999995,-85.58,,,,,,,
191053,2024-05-04 21,2024-05-05 01,TX,3,3,0,0,0,3,48135;48227;48415,31.74,-102.6,32.75,-101.15,,,,,,,
190666,2024-05-04 22,2024-05-05 02,OH,6,8,1,0,60000,3,39001;39071;39141,38.69,-83.61,39.35,-83.35,,,,,,,
191956,2024-05-04 22,2024-05-05 02,GA,4,5,0,0,20000,2,13027;13201,30.81,-84.76,31.19,-83.67,,,,,,,
192212,2024-05-04 22,2024-05-05 05,TX,6,6,0,0,0,3,48049;48095;48441,31.44,-99.84,32.22,-98.92,,,,,,,
190986,2024-05-05 01,2024-05-05 12,TX,14,13,1,0,673000,10,48035;48099;48113;48121;48133;48139;48193;48251;48309;48333,31.29,-98.98,33.01,-96.59,,,,,,,
191471,2024-05-05 01,2024-05-05 02,IL,1,1,0,0,0,1,17145,38.03,-89.28999999999999,38.14,-89.16,,,,,,,
190351,2024-05-05 09,2024-05-05 13,SC,1,1,0,0,0,1,45079,33.93,-81.08,34.04,-80.97,,,,,,,
191256,2024-05-05 11,2024-05-05 14,OK,6,5,0,0,0,2,40131;40143,36.21,-95.89,36.37,-95.76,,,,,,,
192233,2024-05-05 13,2024-05-05 14,TX,2,2,0,0,0,1,48423,32.11,-95.18,32.25,-95.0,,,,,,,
191161,2024-05-05 21,2024-05-05 23,OH,1,1,0,0,0,1,39053,38.650000000000006,-82.44,38.769999999999996,-82.33,,,,,,,
191657,2024-05-06 00,2024-05-06 01,PA,4,4,0,0,50000,2,42003;42125,40.19,-80.05,40.29,-79.85000000000001,,,,,,,
190309,2024-05-06 01,2024-05-06 03,NC,1,1,0,0,10000,1,37101,35.440000000000005,-78.41,35.55,-78.3,,,,,,,
189698,2024-05-06 21,2024-05-06 22,VA,3,4,0,0,0,1,51165,38.370000000000005,-78.95,38.5,-78.84,,,,,,,
192153,2024-05-06 22,2024-05-07 02,VA,6,4,0,0,0,4,51033;51133;51159;51650,37.03,-77.59,38.18,-76.36,,,,,,,
190400,2024-05-06 23,2024-05-07 03,KY,5,6,0,0,5000,4,21019;21043;21089;21127,37.9,-82.97,38.49,-82.63,,,,,,,
190899,2024-05-07 01,2024-05-07 07,OK,5,4,0,0,0,4,40047;40073;40081;40119,35.86,-97.94,36.32,-96.85,,,,,,,
189654,2024-05-07 02,2024-05-07 04,TN,1,1,0,0,0,1,47185,35.790000000000006,-85.5,35.94,-85.37,,,,,,,
191812,2024-05-07 04,2024-05-07 09,OK,5,5,0,0,0,2,40111;40143,35.6,-95.98,36.36,-95.76,,,,,,,
189892,2024-05-07 10,2024-05-07 13,MO,6,6,0,0,0,4,29009;29059;29119;29141,36.68,-94.33,38.58,-92.91,,,,,,,
190146,2024-05-07 19,2024-05-07 21,IL,1,1,0,0,0,1,17031,41.660000000000004,-87.7,41.769999999999996,-87.59,,,,,,,
191163,2024-05-07 20,2024-05-07 23,WV,2,2,0,0,500,2,54047;54109,37.440000000000005,-81.89999999999999,37.58,-81.75,,,,,,,
190349,2024-05-08 00,2024-05-08 02,WI,1,1,0,0,115000,1,55081,44.07,-90.61,44.199999999999996,-90.5,,,,,,,
190687,2024-05-08 01,2024-05-08 05,IN,4,4,0,0,20000,2,18047;18137,39.21,-85.26,39.4,-85.1,,,,,,,
190686,2024-05-08 02,2024-05-08 06,OH,9,24,0,0,560000,1,39061,39.06,-84.81,39.27,-84.37,,,,,,,
189932,2024-05-08 13,2024-05-10 03,TN,16,20,1,0,16500000,12,47015;47037;47061;47117;47125;47133;47141;47147;47149;47165;47185;47189,35.39,-87.6,36.65,-85.17,,,,,,,
191475,2024-05-08 13,2024-05-09 09,KY,5,5,0,0,125000,5,21047;21101;21219;21221;21225,36.65,-88.08,37.66,-87.14,,,,,,,
189891,2024-05-08 14,2024-05-09 05,MO,10,10,0,0,0,5,29015;29043;29125;29131;29141,36.97,-93.46,38.58,-91.86,,,,,,,
190749,2024-05-08 16,2024-05-08 19,MO,1,6,0,0,10000,1,29071,38.160000000000004,-91.21,38.269999999999996,-91.09,,,,,,,
191117,2024-05-08 18,2024-05-09 13,TN,6,6,0,0,1000,6,47007;47065;47129;47145;47151;47153,35.18,-85.38,36.31,-84.5,,,,,,,
191473,2024-05-08 20,2024-05-09 02,IL,6,9,0,0,850000,5,17055;17069;17077;17165;17199,37.47,-89.23,37.99,-88.14,,,,,,,
189697,2024-05-08 22,2024-05-09 00,IN,1,1,0,0,0,1,18079,38.84,-85.78999999999999,38.98,-85.66,,,,,,,
192359,2024-05-09 03,2024-05-09 12,KY,7,7,1,0,0,3,21003;21141;21213,36.65,-86.9,36.89,-86.2,,,,,,,
191773,2024-05-09 08,2024-05-09 09,AR,1,1,0,0,0,1,05123,34.96,-90.85,35.08,-90.74000000000001,,,,,,,
189759,2024-05-09 11,2024-05-09 19,AL,3,3,0,0,0,2,01071;01089,34.61,-86.48,34.77,-85.76,,,,,,,
189812,2024-05-09 15,2024-05-10 06,AL,4,6,0,0,0,4,01073;01081;01117;01121,32.63,-86.86,33.44,-85.3,,,,,,,
190987,2024-05-09 22,2024-05-10 02,TX,3,3,0,0,0,3,48097;48181;48293,31.52,-97.18,33.68,-96.52,,,,,,,
191661,2024-05-09 23,2024-05-10 03,WV,3,3,0,0,0,1,54061,39.550000000000004,-80.08,39.72,-79.91,,,,,,,
192251,2024-05-10 00,2024-05-10 04,LA,1,1,0,0,0,1,22017,32.300000000000004,-93.88,32.41,-93.77,,,,,,,
193087,2024-05-10 02,2024-05-10 03,LA,1,1,0,0,1000,1,22083,32.34,-91.89,32.459999999999994,-91.78,,,,,,,
191807,2024-05-10 04,2024-05-10 05,MS,1,3,0,0,3000,1,28049,32.330000000000005,-90.2,32.44,-90.08,,,,,,,
189801,2024-05-11 23,2024-05-12 00,NM,2,2,0,0,2000,1,35005,33.03,-104.6,33.18,-104.36,,,,,,,
190989,2024-05-12 15,2024-05-12 23,TX,13,14,0,0,99000,8,48097;48147;48161;48181;48289;48293;48309;48497,31.31,-97.63,33.62,-95.7,,,,,,,
192449,2024-05-12 23,2024-05-17 03,TX,11,22,0,0,0,6,48199;48241;48245;48351;48361;48457,30.05,-94.32,31.06,-93.76,,,,,,,
192403,2024-05-13 00,2024-05-13 02,TX,1,1,0,0,0,1,48005,31.29,-94.75,31.400000000000002,-94.63000000000001,,,,,,,
192404,2024-05-13 13,2024-05-13 15,LA,3,3,0,0,0,1,22069,31.59,-93.25,31.75,-93.1,,,,,,,
192291,2024-05-13 15,2024-05-13 16,AL,2,2,0,0,0,1,01003,30.349999999999998,-87.74,30.490000000000002,-87.60000000000001,,,,,,,
192586,2024-05-13 16,2024-05-13 16,FL,2,2,0,0,0,1,12033,30.36,-87.28999999999999,30.54,-87.16,,,,,,,
191939,2024-05-13 22,2024-05-17 04,LA,11,22,0,0,1000,8,22001;22003;22011;22019;22045;22053;22055;22097,29.98,-93.39,30.83,-91.79,,,,,,,
190149,2024-05-13 23,2024-05-14 00,IL,1,0,0,0,0,1,17097,42.27,-88.17,42.459999999999994,-88.06,,,,,,,
191481,2024-05-14 20,2024-05-14 22,KY,1,0,0,0,0,1,21035,36.510000000000005,-88.23,36.629999999999995,-88.12,,,,,,,
189979,2024-05-14 21,2024-05-15 00,TN,2,2,0,0,0,1,47161,36.49,-87.89,36.66,-87.75,,,,,,,
191480,2024-05-14 22,2024-05-15 02,IN,1,3,0,0,50000,1,18173,37.900000000000006,-87.5,38.029999999999994,-87.38000000000001,,,,,,,
191174,2024-05-15 00,2024-05-15 03,WV,1,1,0,0,0,1,54099,37.93,-82.45,38.05,-82.32000000000001,,,,,,,
192554,2024-05-15 02,2024-05-16 02,VA,1,1,0,0,0,1,51135,37.02,-78.06,37.129999999999995,-77.95,,,,,,,
190845,2024-05-15 20,2024-05-15 22,WV,1,1,0,0,10000,1,54089,37.620000000000005,-80.95,37.73,-80.83,,,,,,,
191712,2024-05-15 22,2024-05-15 23,NE,1,2,0,0,200000,1,31055,41.21,-96.08,41.32,-95.9,,,,,,,
191665,2024-05-16 01,2024-05-16 02,PA,1,1,0,0,0,1,42003,40.290000000000006,-80.11999999999999,40.419999999999995,-80.01,,,,,,,
190990,2024-05-16 17,2024-05-16 22,TX,18,18,0,0,44000,5,48027;48035;48145;48221;48309,30.87,-97.93,32.4,-96.67,,,,,,,
189937,2024-05-16 20,2024-05-17 01,TX,20,4,0,0,400000,8,48041;48185;48291;48313;48373;48407;48455;48471,30.32,-96.3,31.12,-94.83,,,,,,,
191082,2024-05-16 21,2024-05-16 22,NM,2,2,0,0,0,1,35025,32.61,-103.24,32.79,-103.12,,,,,,,
191084,2024-05-16 23,2024-05-17 01,TX,7,7,0,0,10000,2,48135;48329,31.92,-102.45,32.07,-102.07,,,,,,,
192267,2024-05-17 03,2024-05-17 06,LA,5,5,0,0,0,4,22051;22063;22071;22103,29.98,-90.87,30.55,-90.01,,,,,,,
191482,2024-05-17 05,2024-05-17 07,MO,1,1,0,0,0,1,29207,36.74,-90.14,36.91,-90.02,,,,,,,
192268,2024-05-17 05,2024-05-17 06,MS,1,1,0,0,0,1,28109,30.47,-89.74,30.580000000000002,-89.63000000000001,,,,,,,
193473,2024-05-17 12,2024-05-17 16,MS,8,14,0,0,419000,4,28029;28061;28127;28129,31.84,-90.45,32.15,-88.97,,,,,,,
191667,2024-05-17 21,2024-05-18 00,PA,1,2,0,0,10000,1,42003,40.31,-79.92,40.419999999999995,-79.81,,,,,,,
191962,2024-05-17 22,2024-05-18 17,AL,6,6,0,0,0,2,01061;01067,31.03,-86.07,31.36,-85.3,,,,,,,
191961,2024-05-17 23,2024-05-18 16,FL,12,15,0,0,0,3,12059;12063;12133,30.51,-85.81,30.94,-85.38,,,,,,,
192612,2024-05-17 23,2024-05-17 23,AL,1,1,0,0,0,1,01039,30.95,-86.38,31.060000000000002,-86.27,,,,,,,
191963,2024-05-18 00,2024-05-18 04,GA,4,4,0,0,0,3,13019;13071;13075,31.05,-83.64,31.2,-83.15,,,,,,,
191162,2024-05-18 01,2024-05-18 04,OH,1,1,0,0,0,1,39079,38.93,-82.83,39.05,-82.72,,,,,,,
191547,2024-05-18 01,2024-05-18 01,AR,1,1,0,0,0,1,05115,35.220000000000006,-93.17999999999999,35.33,-93.07000000000001,,,,,,,
190959,2024-05-18 06,2024-05-18 09,VA,1,1,0,0,0,1,51083,36.64,-78.97,36.75,-78.86,,,,,,,
191668,2024-05-18 09,2024-05-18 12,PA,8,8,0,0,0,1,42003,40.44,-80.22,40.59,-79.97,,,,,,,
190977,2024-05-18 20,2024-05-19 00,NC,2,2,0,0,30000,2,37193;37197,36.14,-81.12,36.27,-80.66,,,,,,,
192360,2024-05-18 21,2024-05-18 23,NC,1,1,0,0,20000,1,37111,35.64,-82.1,35.75,-81.99000000000001,,,,,,,
192207,2024-05-18 22,2024-05-19 00,VA,1,2,0,0,5000,1,51105,36.63,-83.17999999999999,36.739999999999995,-83.03,,,,,,,
190833,2024-05-18 23,2024-05-19 04,WV,7,7,0,0,210000,2,54055;54063,37.26,-81.29,37.54,-80.34,,,,,,,
190593,2024-05-20 01,2024-05-20 05,IL,2,1,0,0,0,2,17041;17115,39.690000000000005,-88.86,39.879999999999995,-88.1,,,,,,,
190905,2024-05-20 07,2024-05-20 10,OK,1,0,0,0,10000,1,40119,36.18,-97.0,36.29,-96.85000000000001,,,,,,,
191183,2024-05-21 03,2024-05-21 07,CO,1,1,0,0,2000,1,08125,40.080000000000005,-102.78999999999999,40.19,-102.65,,,,,,,
191713,2024-05-21 04,2024-05-21 19,NE,7,13,0,0,835000,4,31023;31053;31055;31155,41.22,-96.97,41.49,-95.96,,,,,,,
191762,2024-05-21 05,2024-05-21 16,IA,22,21,0,0,0,8,19015;19023;19075;19077;19083;19099;19109;19171,41.71,-94.59,43.11,-92.35,,,,,,,
191714,2024-05-21 11,2024-05-21 13,IA,1,1,0,0,85000,1,19155,41.42,-95.6,41.529999999999994,-95.48,,,,,,,
190173,2024-05-21 22,2024-05-21 23,MA,1,0,0,0,0,1,25011,42.42,-72.67,42.529999999999994,-72.56,,,,,,,
192175,2024-05-21 22,2024-05-21 23,NH,1,1,0,0,0,1,33005,43.050000000000004,-72.42,43.169999999999995,-72.31,,,,,,,
190991,2024-05-22 18,2024-05-23 02,TX,9,9,0,0,25000,8,48027;48085;48147;48181;48193;48281;48309;48333,31.06,-98.58,33.76,-96.05,,,,,,,
191864,2024-05-22 18,2024-05-22 19,AR,2,2,0,0,0,2,05037;05111,35.22,-90.84,35.58,-90.66,,,,,,,
190084,2024-05-22 20,2024-05-23 03,TN,1,1,0,0,0,1,47083,36.27,-87.77,36.379999999999995,-87.62,,,,,,,
192299,2024-05-22 21,2024-05-23 22,TX,2,2,0,0,0,2,48083;48451,31.45,-100.48,31.83,-99.42,,,,,,,
190062,2024-05-22 22,2024-05-23 03,VA,6,7,0,0,65000,1,51077,36.58,-81.55,36.71,-81.27,,,,,,,
191795,2024-05-22 22,2024-05-23 00,KY,1,1,0,0,0,1,21231,36.78,-84.89999999999999,36.89,-84.79,,,,,,,
191865,2024-05-22 22,2024-05-23 00,TN,2,2,0,0,0,2,47005;47079,36.05,-88.33,36.3,-88.1,,,,,,,
192591,2024-05-22 23,2024-05-23 00,KY,1,1,0,0,0,1,21057,36.720000000000006,-85.33,36.83,-85.22,,,,,,,
192412,2024-05-23 01,2024-05-23 04,LA,6,6,0,0,0,2,22015;22017,32.39,-93.84,32.58,-93.68,,,,,,,
192303,2024-05-23 02,2024-05-23 03,OH,1,1,0,0,0,1,39093,41.230000000000004,-82.24,41.349999999999994,-82.13000000000001,,,,,,,
193982,2024-05-23 02,2024-05-23 04,LA,1,1,0,0,10000,1,22067,32.56,-91.84,32.669999999999995,-91.71000000000001,,,,,,,
190176,2024-05-23 15,2024-05-23 17,MA,2,0,0,0,0,1,25005,41.6,-70.98,41.709999999999994,-70.87,,,,,,,
192462,2024-05-23 15,2024-05-23 17,AR,1,1,0,0,0,1,05057,33.620000000000005,-93.67999999999999,33.73,-93.56,,,,,,,
190175,2024-05-23 16,2024-05-23 18,RI,3,0,0,0,0,1,44007,41.74,-71.49,41.91,-71.34,,,,,,,
190992,2024-05-23 17,2024-05-25 05,TX,5,5,0,0,25000,5,48099;48181;48193;48257;48293,31.45,-98.22,33.71,-96.31,,,,,,,
191486,2024-05-23 20,2024-05-23 23,KY,2,1,0,0,0,2,21059;21107,37.32,-87.5,37.7,-87.34,,,,,,,
190584,2024-05-23 21,2024-05-24 02,TN,1,1,0,0,0,1,47027,36.49,-85.58,36.629999999999995,-85.45,,,,,,,
190907,2024-05-24 01,2024-05-24 05,OK,1,2,0,0,0,1,40065,34.6,-99.48,34.709999999999994,-99.3,,,,,,,
191165,2024-05-24 07,2024-05-25 05,WV,4,5,0,0,0,3,54039;54045;54091,37.97,-82.0,39.33,-80.11,,,,,,,
192492,2024-05-24 07,2024-05-24 10,OK,1,1,0,0,0,1,40089,33.95,-95.14999999999999,34.059999999999995,-95.03,,,,,,,
191916,2024-05-24 15,2024-05-25 00,MS,2,2,0,0,0,2,28117;28137,34.56,-89.99,34.709999999999994,-88.53,,,,,,,
191917,2024-05-24 15,2024-05-24 19,TN,8,8,0,0,0,4,47033;47045;47113;47131,35.47,-89.23,36.42,-88.82,,,,,,,
192183,2024-05-24 15,2024-05-24 17,MD,1,1,0,0,0,1,24047,38.32,-75.11999999999999,38.44,-75.01,,,,,,,
192185,2024-05-24 17,2024-05-24 22,VA,4,4,0,0,0,2,51193;51760,37.53,-77.48,38.05,-76.74,,,,,,,
191261,2024-05-24 18,2024-05-25 01,IL,9,11,0,0,0,2,17019;17171,39.62,-90.47,40.32,-88.06,,,,,,,
190863,2024-05-24 22,2024-05-25 02,MO,1,1,0,0,0,1,29169,37.95,-92.16,38.07,-92.04,,,,,,,
191803,2024-05-25 06,2024-05-25 08,KY,1,1,0,0,20000,1,21125,36.95,-84.13,37.059999999999995,-84.01,,,,,,,
190315,2024-05-25 21,2024-05-25 23,NC,1,1,0,0,0,1,37183,35.720000000000006,-78.7,35.83,-78.59,,,,,,,
190909,2024-05-26 00,2024-05-26 03,OK,1,1,0,0,0,1,40047,36.34,-97.95,36.449999999999996,-97.83,,,,,,,
191672,2024-05-26 03,2024-05-26 05,WV,4,4,0,0,0,2,54049;54061,39.43,-80.27,39.69,-79.98,,,,,,,
190993,2024-05-26 04,2024-05-26 06,TX,1,1,0,0,0,1,48181,33.36,-96.64999999999999,33.48,-96.54,,,,,,,
191168,2024-05-26 04,2024-05-26 11,WV,1,1,0,0,0,1,54001,39.160000000000004,-80.06,39.279999999999994,-79.95,,,,,,,
191169,2024-05-26 05,2024-05-26 11,WV,7,10,0,0,0,2,54033;54091,39.18,-80.42,39.37,-80.1,,,,,,,
190964,2024-05-26 06,2024-05-26 09,KS,2,2,0,0,0,1,20021,36.95,-94.81,37.089999999999996,-94.69,,,,,,,
192235,2024-05-26 07,2024-05-26 22,VA,7,7,0,0,0,4,51033;51093;51550;51710,36.74,-77.37,37.85,-76.26,,,,,,,
191491,2024-05-26 11,2024-05-27 04,MO,11,11,0,0,10000,8,29017;29023;29031;29035;29181;29201;29207;29223,36.51,-91.12,37.43,-89.56,,,,,,,
190864,2024-05-26 12,2024-05-26 15,MO,1,1,0,0,0,1,29059,37.61,-93.16,37.72,-93.05,,,,,,,
191490,2024-05-26 13,2024-05-27 04,KY,8,8,0,0,10000,7,21035;21039;21059;21101;21219;21221;21225,36.53,-89.07,37.79,-87.16,,,,,,,
190585,2024-05-26 19,2024-05-26 22,TN,1,1,0,0,0,1,47147,36.400000000000006,-86.89,36.519999999999996,-86.77,,,,,,,
190865,2024-05-26 22,2024-05-27 04,MO,4,4,0,0,0,3,29131;29203;29215,37.11,-92.5,38.07,-91.2,,,,,,,
191070,2024-05-26 22,2024-05-27 02,NC,2,1,0,0,25000,1,37009,36.370000000000005,-81.58,36.51,-81.44,,,,,,,
191488,2024-05-27 01,2024-05-27 05,IL,1,3,0,0,75000,1,17165,37.660000000000004,-88.61999999999999,37.809999999999995,-88.5,,,,,,,
190252,2024-05-27 10,2024-05-27 18,AL,3,3,0,0,0,2,01071;01095,34.26,-86.25,34.85,-85.63,,,,,,,
191426,2024-05-27 10,2024-05-27 11,TN,1,1,0,0,0,1,47011,35.13,-84.91,35.25,-84.8,,,,,,,
191965,2024-05-27 22,2024-05-28 05,GA,6,6,0,0,0,4,13017;13019;13155;13173,31.04,-83.33,31.71,-83.07,,,,,,,
194241,2024-05-28 01,2024-05-28 01,MD,1,1,0,0,0,1,24005,39.21,-76.83,39.32,-76.72,,,,,,,
190995,2024-05-28 11,2024-05-28 18,TX,7,8,0,0,185000,6,48085;48113;48121;48439;48467;48497,32.41,-97.81,33.36,-95.72,,,,,,,
192482,2024-05-28 20,2024-05-30 01,LA,2,3,0,0,0,2,22011;22019,30.24,-93.67,30.6,-93.16,,,,,,,
191101,2024-05-28 23,2024-05-28 23,TX,1,1,0,0,0,1,48443,30.03,-102.06,30.59,-101.75,,,,,,,
190278,2024-05-29 04,2024-05-29 05,NM,1,1,0,0,0,1,35009,34.36,-103.25999999999999,34.47,-103.14,,,,,,,
190525,2024-05-30 01,2024-05-30 02,CO,1,1,0,0,0,1,08073,39.45,-103.34,39.559999999999995,-103.24000000000001,,,,,,,
192456,2024-05-30 02,2024-05-30 04,TX,2,3,0,0,0,2,48199;48245,29.99,-94.2,30.38,-93.94,,,,,,,
190355,2024-05-30 04,2024-05-30 05,NM,1,1,0,0,1000,1,35009,34.35,-103.28,34.459999999999994,-103.17,,,,,,,
191036,2024-05-30 13,2024-05-30 18,NE,2,2,0,0,9000000,2,31093;31163,41.220000000000006,-98.79,41.4,-98.45,,,,,,,
193412,2024-05-30 15,2024-05-30 17,MS,1,1,0,0,1000,1,28063,31.63,-91.24,31.740000000000002,-91.13000000000001,,,,,,,
190996,2024-05-30 16,2024-05-31 10,TX,22,22,0,0,186000,11,48035;48085;48097;48113;48139;48143;48221;48251;48293;48309;48439,31.52,-98.23,33.62,-96.53,,,,,,,
192278,2024-05-30 16,2024-05-30 17,LA,1,1,0,0,0,1,22071,29.89,-90.11999999999999,30.0,-90.01,,,,,,,
